type,module,functionBoundaryOwner,line,column,snippet
onclick,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1830,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
onclick,19-campfire-hunting-house-extensions.js,openFurniturePlacement,3785,1951,"function openFurniturePlacement(extensionId,type,existingId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record||record.data.remote){toast('Somente o dono pode mobiliar este cômodo.','warn');return;}const existing=(state.roomFurniture||[]).find(item=>item.id===existingId),spec=furnitureSpec(type||existing?.type,record.data.type);if(!spec)return;const first=existing?{...existing}:{id:'',extensionId,type:spec.id,slotIndex:-1,x:0,z:0,rotation:0,createdAt:Date.now()};furnitureDraft=existing?first:nextFurnitureSlot(record,first,1);renderFurniturePreview(record);const refresh=root=>{const valid=renderFurniturePreview(record),status=$('[data-furniture-status]',root);if(status){status.textContent=valid?'✓ Posição livre':'⚠ Escolha outra posição';status.className=`extension-status ${valid?'good':'bad'}`;}};openModal(existing?'Mover ou girar móvel':`Adicionar: ${spec.name}`,`<div class=""furniture-placement-card""><span>${spec.icon}</span><h3>${spec.name}</h3><"
onclick,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,1599,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
onclick,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,1732,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
onclick,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,1966,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
onclick,19-campfire-hunting-house-extensions.js,openFurnitureManager,3787,2074,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-furniture=""${item.id}""><b>${item.icon} ${item.name}</b><span>${item.price} moedas</span></button>`).join('')}</div>`:''}<h3>Móveis colocados</h3><div class=""furniture-list"">${items.length?items.map(item=>{const furniture=furnitureSpec(item.type,record.data.type);return`<article><span>${furniture?.icon"
onclick,19-campfire-hunting-house-extensions.js,openHouseExtensionPlanner,3791,1304,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da casa. Ajuste o lado e a rotação antes de confirmar.</p><div class=""extension-status"" data-extension-status></div><div class=""modal-actions""><button class=""btn"" data-side>Próximo lado</button><button class=""btn"" data-rotate>Girar</button><button class=""btn primary"" data-confirm-extension>Confirmar • ${costText(spec.cost)}</button><button class=""btn danger"" data-cancel-extension>Cancelar</button></div>`,root=>{const status=$('[data-extension-status]',root),update=()=>{const p=extensionPlacement(ho"
onclick,19-campfire-hunting-house-extensions.js,openHouseExtensionPlanner,3791,1368,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da casa. Ajuste o lado e a rotação antes de confirmar.</p><div class=""extension-status"" data-extension-status></div><div class=""modal-actions""><button class=""btn"" data-side>Próximo lado</button><button class=""btn"" data-rotate>Girar</button><button class=""btn primary"" data-confirm-extension>Confirmar • ${costText(spec.cost)}</button><button class=""btn danger"" data-cancel-extension>Cancelar</button></div>`,root=>{const status=$('[data-extension-status]',root),update=()=>{const p=extensionPlacement(ho"
onclick,19-campfire-hunting-house-extensions.js,openHouseExtensionPlanner,3791,1525,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da casa. Ajuste o lado e a rotação antes de confirmar.</p><div class=""extension-status"" data-extension-status></div><div class=""modal-actions""><button class=""btn"" data-side>Próximo lado</button><button class=""btn"" data-rotate>Girar</button><button class=""btn primary"" data-confirm-extension>Confirmar • ${costText(spec.cost)}</button><button class=""btn danger"" data-cancel-extension>Cancelar</button></div>`,root=>{const status=$('[data-extension-status]',root),update=()=>{const p=extensionPlacement(ho"
onclick,19-campfire-hunting-house-extensions.js,openHouseExtensionPlanner,3791,1579,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da casa. Ajuste o lado e a rotação antes de confirmar.</p><div class=""extension-status"" data-extension-status></div><div class=""modal-actions""><button class=""btn"" data-side>Próximo lado</button><button class=""btn"" data-rotate>Girar</button><button class=""btn primary"" data-confirm-extension>Confirmar • ${costText(spec.cost)}</button><button class=""btn danger"" data-cancel-extension>Cancelar</button></div>`,root=>{const status=$('[data-extension-status]',root),update=()=>{const p=extensionPlacement(ho"
onclick,19-campfire-hunting-house-extensions.js,openHouseExtensionMenu,3792,401,"function openHouseExtensionMenu(){openModal('Ampliação modular da casa',`<p>Escolha o novo cômodo. Os interiores e móveis existentes serão preservados.</p><div class=""choice-grid"">${Object.entries(ROOM_SPECS).map(([id,r])=>`<button class=""choice"" data-room=""${id}""><b>${r.icon} ${r.name}</b><span>${costText(r.cost)}</span></button>`).join('')}</div>`,root=>{$$('[data-room]',root).forEach(btn=>btn.onclick=()=>{closeModal();openHouseExtensionPlanner(btn.dataset.room);});});}"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3919,35,"$('[data-buy-house]',root).onclick=async()=>{if(state.profile.coins<house.price){toast('Moedas insuficientes.','warn');return;}const ok=await claimHouseOnline(house);if(!ok)return;addCoins(-house.price);setFlag('boughtHouse');awardMedal('Nova Propriedade');saveState(true);closeModal();handleHouseDoor(house);};"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3920,36,"$('[data-race-house]',root).onclick=()=>{closeModal();startRace('sprint',world.npcs[0],house.id);};$('[data-cancel]',root).onclick=closeModal;"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3920,131,"$('[data-race-house]',root).onclick=()=>{closeModal();startRace('sprint',world.npcs[0],house.id);};$('[data-cancel]',root).onclick=closeModal;"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3924,29,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3924,97,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
onclick,20-world-build-cloud-houses.js,reconcileCloudHouses,3924,451,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
onclick,20-world-build-cloud-houses.js,openHomeChest,3957,47,"$$('[data-store]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.store;if((state.inventory[key]||0)<=0){toast('Você não tem esse item.','warn');return;}state.inventory[key]--;state.homeStorage[key]=(state.homeStorage[key]||0)+1;saveState(true);openHomeChest();});"
onclick,20-world-build-cloud-houses.js,openHomeChest,3958,46,"$$('[data-take]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.take;if((state.homeStorage[key]||0)<=0){toast('O baú não tem esse item.','warn');return;}state.homeStorage[key]--;state.inventory[key]=(state.inventory[key]||0)+1;saveState(true);openHomeChest();});"
onclick,21-interactions-shop-social-races.js,openHomeChest,3959,29,"$('[data-eat]',root).onclick=()=>{if(state.inventory.food<=0){toast('A geladeira está vazia.','warn');return;}state.inventory.food--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);setFlag('ateMeal');addXP(12);saveState();closeModal();toast('Lanche delicioso!','good');};$('[data-close]',root).onclick=closeModal;"
onclick,21-interactions-shop-social-races.js,openHomeChest,3959,308,"$('[data-eat]',root).onclick=()=>{if(state.inventory.food<=0){toast('A geladeira está vazia.','warn');return;}state.inventory.food--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);setFlag('ateMeal');addXP(12);saveState();closeModal();toast('Lanche delicioso!','good');};$('[data-close]',root).onclick=closeModal;"
onclick,21-interactions-shop-social-races.js,openHomeChest,3963,30,"$('[data-cook]',root).onclick=()=>{if(state.inventory.food<=0){toast('Você precisa comprar ou colher comida.','warn');return;}state.inventory.food--;state.stats.cooked++;trackDaily('cook',1);state.needs.hunger=100;state.needs.fun=clamp(state.needs.fun+8,0,100);setFlag('ateMeal');addXP(20);saveState();closeModal();toast('Refeição pronta!','good');};$('[data-close]',root).onclick=closeModal;"
onclick,21-interactions-shop-social-races.js,openHomeChest,3963,381,"$('[data-cook]',root).onclick=()=>{if(state.inventory.food<=0){toast('Você precisa comprar ou colher comida.','warn');return;}state.inventory.food--;state.stats.cooked++;trackDaily('cook',1);state.needs.hunger=100;state.needs.fun=clamp(state.needs.fun+8,0,100);setFlag('ateMeal');addXP(20);saveState();closeModal();toast('Refeição pronta!','good');};$('[data-close]',root).onclick=closeModal;"
onclick,21-interactions-shop-social-races.js,openShop,4002,45,"$$('[data-buy]',root).forEach(btn=>btn.onclick=()=>{const item=items[Number(btn.dataset.buy)];if(!item||btn.disabled)return;if(state.profile.coins<item.price){toast('Moedas insuficientes.','warn');return;}addCoins(-item.price);if(item.tool){state.tools.owned=[...new Set([...(state.tools.owned||[]),item.tool])];state.tools.equipped=item.tool;refreshEquippedToolVisual();}else state.inventory[item.key]=(state.inventory[item.key]||0)+item.amount;addXP(5);saveState(true);updateHUD();closeModal();toast(`${item.name} adquirido!`,'good');});"
onclick,21-interactions-shop-social-races.js,openWorkshop,4008,29,"$('[data-sword]',root).onclick=()=>{if(inv.wood<2||inv.stone<2){toast('Faltam materiais.','warn');return;}inv.wood-=2;inv.stone-=2;state.flags.swordUpgrade=(state.flags.swordUpgrade||0)+1;addXP(35);saveState();closeModal();toast('Ferramenta de aventura melhorada!','good');};"
onclick,21-interactions-shop-social-races.js,openWorkshop,4009,30,"$('[data-blocks]',root).onclick=()=>{if(inv.wood<1||inv.stone<1){toast('Faltam materiais.','warn');return;}inv.wood--;inv.stone--;inv.blocks+=3;inv.fences+=2;saveState();closeModal();toast('Kit de construção pronto!','good');};"
onclick,21-interactions-shop-social-races.js,openWorkshop,4010,29,"$('[data-smelt]',root).onclick=()=>{if((inv.goldOre||0)<3){toast('Você precisa de 3 minérios de ouro.','warn');return;}inv.goldOre-=3;inv.goldBar=(inv.goldBar||0)+1;addCoins(60);addXP(35);saveState(true);closeModal();toast('Barra de ouro criada: +60 moedas.','good',2200);};"
onclick,21-interactions-shop-social-races.js,talkToNPC,4041,48,"$$('[data-social]',root).forEach(btn=>btn.onclick=()=>{"
onclick,21-interactions-shop-social-races.js,openHouseChallenge,4072,52,"$$('[data-house-race]',root).forEach(btn=>btn.onclick=()=>{const id=btn.dataset.houseRace;closeModal();startRace('sprint',npc,id);});"
onclick,21-interactions-shop-social-races.js,openRaceCenter,4078,46,"$$('[data-race]',root).forEach(btn=>btn.onclick=()=>{closeModal();startRace(btn.dataset.race,npc||world.npcs[0]);});"
addEventListener,22-careers-jobs-uniforms.js,openJobCenter,4170,40,"$('[data-open-coop-jobs]',root)?.addEventListener('click',openCoopMissionCenter);$$('[data-job]',root).forEach(btn=>btn.onclick=()=>{const job=JOBS.find(j=>j.id===btn.dataset.job);startJob(job);});"
onclick,22-careers-jobs-uniforms.js,openJobCenter,4170,126,"$('[data-open-coop-jobs]',root)?.addEventListener('click',openCoopMissionCenter);$$('[data-job]',root).forEach(btn=>btn.onclick=()=>{const job=JOBS.find(j=>j.id===btn.dataset.job);startJob(job);});"
addEventListener,22-careers-jobs-uniforms.js,openJobCenter,4171,38,"$('[data-continue-job]',root)?.addEventListener('click',focusActiveJob);"
addEventListener,22-careers-jobs-uniforms.js,openJobCenter,4172,37,"$('[data-job-uniform]',root)?.addEventListener('click',()=>{equipJobUniform(active.id);toast('Uniforme equipado.','good',1200);});"
addEventListener,22-careers-jobs-uniforms.js,openJobCenter,4173,36,"$('[data-cancel-job]',root)?.addEventListener('click',cancelActiveJob);"
onclick,22-careers-jobs-uniforms.js,openTeacherJobLesson,4224,340,"openModal('Missão de professor',`<div class=""teacher-mission""><span>🧑‍🏫</span><h3>Conduza uma atividade segura</h3><p>${q[0]}</p><div class=""choice-grid"">${q[1].map((answer,i)=>`<button class=""choice"" data-teacher-answer=""${i}""><b>${answer}</b></button>`).join('')}</div></div>`,root=>{$$('[data-teacher-answer]',root).forEach(btn=>btn.onclick=()=>{if(Number(btn.dataset.teacherAnswer)!==q[2]){toast('Vamos pensar de novo com calma.','warn',1400);return;}state.career.activeJob.completed=true;closeModal();completeActiveJob();addXP(55);toast(`Aula concluída na ${house.name}!`,'good',2400);});});"
onclick,22-careers-jobs-uniforms.js,openFireStationDesk,4229,68,"const startBtn=$('[data-fire-job]',root);if(startBtn)startBtn.onclick=()=>{if(state.career.activeJob){toast('Escolha “Trocar de trabalho” no painel de empregos.','warn');return;}startJob(JOBS.find(j=>j.id==='firefighter'));};"
onclick,22-careers-jobs-uniforms.js,openFireStationDesk,4230,61,"const cont=$('[data-fire-continue]',root);if(cont)cont.onclick=()=>{closeModal();focusActiveJob();};"
onclick,22-careers-jobs-uniforms.js,openFireStationDesk,4231,65,"const cancel=$('[data-fire-cancel]',root);if(cancel)cancel.onclick=async()=>{closeModal();await cancelActiveJob();};"
onclick,22-careers-jobs-uniforms.js,openFireStationDesk,4232,33,"$('[data-fire-call]',root).onclick=()=>{const current=ensureActiveFire(false);if(!current){toast('Nenhum chamado ativo agora.','good');return;}state.waypoint={id:`fire-${current.id}`,name:current.name,x:current.x,z:current.z,navX:current.navX,navZ:current.navZ};world.routePath=buildRoutePoints(player,state.waypoint);updateWaypointMarker();closeModal();if(currentHouse)exitHouse();toast(`Chamado marcado: ${current.name}`,'good');};"
onclick,22-careers-jobs-uniforms.js,openFireStationDesk,4233,36,"$('[data-fire-uniform]',root).onclick=()=>{equipJobUniform('firefighter');closeModal();};"
onclick,24-construction-system.js,ensureBuildPanel,4442,90,document.body.appendChild(buildPanel);buildPanel.querySelector('[data-build-rotate]').onclick=rotateBuildPreview;buildPanel.querySelector('[data-build-confirm]').onclick=placeBuild;buildPanel.querySelector('[data-build-cancel]').onclick=()=>endBuildMode('cancelled');return buildPanel;
onclick,24-construction-system.js,ensureBuildPanel,4442,166,document.body.appendChild(buildPanel);buildPanel.querySelector('[data-build-rotate]').onclick=rotateBuildPreview;buildPanel.querySelector('[data-build-confirm]').onclick=placeBuild;buildPanel.querySelector('[data-build-cancel]').onclick=()=>endBuildMode('cancelled');return buildPanel;
onclick,24-construction-system.js,ensureBuildPanel,4442,233,document.body.appendChild(buildPanel);buildPanel.querySelector('[data-build-rotate]').onclick=rotateBuildPreview;buildPanel.querySelector('[data-build-confirm]').onclick=placeBuild;buildPanel.querySelector('[data-build-cancel]').onclick=()=>endBuildMode('cancelled');return buildPanel;
onclick,24-construction-system.js,openBuildMenu,4466,46,"$$('[data-type]',root).forEach(btn=>btn.onclick=async()=>{const type=btn.dataset.type;if(type==='remove'){closeModal();await removeNearestBuild();return;}if(type==='extension'){openHouseExtensionMenu();return;}closeModal();beginBuildMode(type);});"
onclick,24-construction-system.js,openBuildMenu,4467,30,"$('[data-cancel]',root).onclick=closeModal;"
addEventListener,25-render-init-resize-position-collision.js,initThree,4498,626,"renderer=new THREE.WebGLRenderer({antialias:qualityTier()==='high'&&!perf.mobile,alpha:false,powerPreference:'high-performance',precision:'highp',depth:true,stencil:false});renderer.setPixelRatio(Math.min(devicePixelRatio||1,targetDpr()));renderer.setSize(initialViewport.w,initialViewport.h,false);renderer.shadowMap.enabled=qualityTier()==='high'&&!perf.mobile;renderer.shadowMap.type=THREE.PCFSoftShadowMap;renderer.outputEncoding=THREE.sRGBEncoding;renderer.toneMapping=THREE.ACESFilmicToneMapping;renderer.toneMappingExposure=.94;els.stage.innerHTML='';els.stage.appendChild(renderer.domElement);renderer.domElement.addEventListener('webglcontextlost',e=>{e.preventDefault();paused=true;toast('A placa gráfica reiniciou. Toque no menu para recarregar o jogo.','bad',5000);});renderer.domElement.addEventListener('webglcontextrestored',()=>{toast('Render restaurado.','good',1800);paused=false;});"
addEventListener,25-render-init-resize-position-collision.js,initThree,4498,805,"renderer=new THREE.WebGLRenderer({antialias:qualityTier()==='high'&&!perf.mobile,alpha:false,powerPreference:'high-performance',precision:'highp',depth:true,stencil:false});renderer.setPixelRatio(Math.min(devicePixelRatio||1,targetDpr()));renderer.setSize(initialViewport.w,initialViewport.h,false);renderer.shadowMap.enabled=qualityTier()==='high'&&!perf.mobile;renderer.shadowMap.type=THREE.PCFSoftShadowMap;renderer.outputEncoding=THREE.sRGBEncoding;renderer.toneMapping=THREE.ACESFilmicToneMapping;renderer.toneMappingExposure=.94;els.stage.innerHTML='';els.stage.appendChild(renderer.domElement);renderer.domElement.addEventListener('webglcontextlost',e=>{e.preventDefault();paused=true;toast('A placa gráfica reiniciou. Toque no menu para recarregar o jogo.','bad',5000);});renderer.domElement.addEventListener('webglcontextrestored',()=>{toast('Render restaurado.','good',1800);paused=false;});"
onclick,24-construction-system.js,resize,4520,15,els.buildBtn.onclick=openBuildMenu;
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,10,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,93,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,178,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,254,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,338,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
