occurrence,module,functionBoundaryOwner,line,column,snippet
590,18-water-fishing-boats.js,startFishing,3713,22,"cast.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;cast.disabled=true;state.inventory.bait--;state.fishing.lastAttempt=Date.now();saveState(true);status.textContent='🎣 Aguarde…';meter.style.animation='fishingWait 2.4s linear forwards';castFishingVisual();const hookDelay=1400+Math.random()*1700;fishingSession.hookTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token||els.modal.hidden){cancelFishingSession();return;}status.textContent='⚡ Fisgou!';pull.hidden=false;hookFishingVisual();beep(880,100,'sine');vibrate([35,35,55]);fishingSession.hookedAt=performance.now();fishingSession.escapeTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token)return;status.textContent='💨 Escapou';pull.hidden=true;pullFishingVisual(false);fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);},2700);},hookDelay);};"
591,18-water-fishing-boats.js,startFishing,3713,363,"cast.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;cast.disabled=true;state.inventory.bait--;state.fishing.lastAttempt=Date.now();saveState(true);status.textContent='🎣 Aguarde…';meter.style.animation='fishingWait 2.4s linear forwards';castFishingVisual();const hookDelay=1400+Math.random()*1700;fishingSession.hookTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token||els.modal.hidden){cancelFishingSession();return;}status.textContent='⚡ Fisgou!';pull.hidden=false;hookFishingVisual();beep(880,100,'sine');vibrate([35,35,55]);fishingSession.hookedAt=performance.now();fishingSession.escapeTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token)return;status.textContent='💨 Escapou';pull.hidden=true;pullFishingVisual(false);fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);},2700);},hookDelay);};"
592,18-water-fishing-boats.js,startFishing,3713,657,"cast.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;cast.disabled=true;state.inventory.bait--;state.fishing.lastAttempt=Date.now();saveState(true);status.textContent='🎣 Aguarde…';meter.style.animation='fishingWait 2.4s linear forwards';castFishingVisual();const hookDelay=1400+Math.random()*1700;fishingSession.hookTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token||els.modal.hidden){cancelFishingSession();return;}status.textContent='⚡ Fisgou!';pull.hidden=false;hookFishingVisual();beep(880,100,'sine');vibrate([35,35,55]);fishingSession.hookedAt=performance.now();fishingSession.escapeTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token)return;status.textContent='💨 Escapou';pull.hidden=true;pullFishingVisual(false);fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);},2700);},hookDelay);};"
593,18-water-fishing-boats.js,startFishing,3713,829,"cast.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;cast.disabled=true;state.inventory.bait--;state.fishing.lastAttempt=Date.now();saveState(true);status.textContent='🎣 Aguarde…';meter.style.animation='fishingWait 2.4s linear forwards';castFishingVisual();const hookDelay=1400+Math.random()*1700;fishingSession.hookTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token||els.modal.hidden){cancelFishingSession();return;}status.textContent='⚡ Fisgou!';pull.hidden=false;hookFishingVisual();beep(880,100,'sine');vibrate([35,35,55]);fishingSession.hookedAt=performance.now();fishingSession.escapeTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token)return;status.textContent='💨 Escapou';pull.hidden=true;pullFishingVisual(false);fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);},2700);},hookDelay);};"
594,18-water-fishing-boats.js,startFishing,3714,22,"pull.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;clearTimeout(fishingSession.escapeTimer);const reaction=performance.now()-Number(fishingSession.hookedAt||performance.now()),success=reaction<2400&&Math.random()<.88;pull.hidden=true;if(!success){status.textContent='💨 Escapou';pullFishingVisual(false);saveState();fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);return;}const fish=weightedFish(),size=+(fish.min+Math.random()*(fish.max-fish.min)).toFixed(2),catchId=uid();state.inventory.rawFish=(state.inventory.rawFish||0)+1;state.fishing.catches.push({id:catchId,species:fish.name,size,rarity:fish.rarity,caughtAt:Date.now(),source,cooperative:!!options.cooperative});state.fishing.catches=state.fishing.catches.slice(-200);state.fishing.species[fish.name]=(state.fishing.species[fish.name]||0)+1;let xp=fish.xp,coins=fish.coins;if(options.cooperative&&options.requestId&&!state.fishing.cooperative"
595,18-water-fishing-boats.js,startFishing,3714,385,"pull.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;clearTimeout(fishingSession.escapeTimer);const reaction=performance.now()-Number(fishingSession.hookedAt||performance.now()),success=reaction<2400&&Math.random()<.88;pull.hidden=true;if(!success){status.textContent='💨 Escapou';pullFishingVisual(false);saveState();fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);return;}const fish=weightedFish(),size=+(fish.min+Math.random()*(fish.max-fish.min)).toFixed(2),catchId=uid();state.inventory.rawFish=(state.inventory.rawFish||0)+1;state.fishing.catches.push({id:catchId,species:fish.name,size,rarity:fish.rarity,caughtAt:Date.now(),source,cooperative:!!options.cooperative});state.fishing.catches=state.fishing.catches.slice(-200);state.fishing.species[fish.name]=(state.fishing.species[fish.name]||0)+1;let xp=fish.xp,coins=fish.coins;if(options.cooperative&&options.requestId&&!state.fishing.cooperative"
596,19-campfire-hunting-house-extensions.js,campfireAllowed,3719,186,"function campfireAllowed(x,z){const camp=worldLayoutPoint('camp',{x:-78,z:-62});if(Math.hypot(x-camp.x,z-camp.z)>14)return false;if(waterAt(x,z))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap({x,z,w:3,d:3},r,.5)))return false;if(world.houses.some(h=>Math.hypot(x-h.x,z-h.z)<10))return false;return true;}"
597,19-campfire-hunting-house-extensions.js,campfireAllowed,3719,256,"function campfireAllowed(x,z){const camp=worldLayoutPoint('camp',{x:-78,z:-62});if(Math.hypot(x-camp.x,z-camp.z)>14)return false;if(waterAt(x,z))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap({x,z,w:3,d:3},r,.5)))return false;if(world.houses.some(h=>Math.hypot(x-h.x,z-h.z)<10))return false;return true;}"
598,19-campfire-hunting-house-extensions.js,spawnCampfire,3721,41,"if(!data?.id||world.campfires.some(x=>x.data.id===data.id))return;const g=new THREE.Group();g.position.set(data.x,0,data.z);worldGroup.add(g);for(const a of [-.55,.55]){const log=premiumCylinder(.18,1.6,0x76502d,a,.2,0,g,8);log.rotation.z=Math.PI/2;log.rotation.y=a>0?Math.PI/4:-Math.PI/4;}const flame=new THREE.Mesh(new THREE.ConeGeometry(.42,1.15,7),mat(0xff7a18,{emissive:0xff4a00,emissiveIntensity:1.4,transparent:true,opacity:.9}));flame.position.y=.9;g.add(flame);const record={data:{...data,remote},group:g,flame,interactable:null};record.interactable=registerInteractable({id:`campfire-${data.id}`,type:'campfire',icon:'🔥',label:'Usar fogueira',x:data.x,z:data.z,radius:3.2,priority:150,action:()=>openCampfire(data.id)});world.campfires.push(record);"
599,19-campfire-hunting-house-extensions.js,spawnCampfire,3721,709,"if(!data?.id||world.campfires.some(x=>x.data.id===data.id))return;const g=new THREE.Group();g.position.set(data.x,0,data.z);worldGroup.add(g);for(const a of [-.55,.55]){const log=premiumCylinder(.18,1.6,0x76502d,a,.2,0,g,8);log.rotation.z=Math.PI/2;log.rotation.y=a>0?Math.PI/4:-Math.PI/4;}const flame=new THREE.Mesh(new THREE.ConeGeometry(.42,1.15,7),mat(0xff7a18,{emissive:0xff4a00,emissiveIntensity:1.4,transparent:true,opacity:.9}));flame.position.y=.9;g.add(flame);const record={data:{...data,remote},group:g,flame,interactable:null};record.interactable=registerInteractable({id:`campfire-${data.id}`,type:'campfire',icon:'🔥',label:'Usar fogueira',x:data.x,z:data.z,radius:3.2,priority:150,action:()=>openCampfire(data.id)});world.campfires.push(record);"
600,19-campfire-hunting-house-extensions.js,nearestActiveCampfire,3723,77,"function nearestActiveCampfire(radius=999){return world.campfires.filter(c=>!c.data.expired&&Number(c.data.expiresAt||0)>Date.now()).sort((a,b)=>distance2D(player,a.data)-distance2D(player,b.data)).find(c=>distance2D(player,c.data)<=radius)||null;}"
601,19-campfire-hunting-house-extensions.js,nearestActiveCampfire,3723,146,"function nearestActiveCampfire(radius=999){return world.campfires.filter(c=>!c.data.expired&&Number(c.data.expiresAt||0)>Date.now()).sort((a,b)=>distance2D(player,a.data)-distance2D(player,b.data)).find(c=>distance2D(player,c.data)<=radius)||null;}"
602,19-campfire-hunting-house-extensions.js,nearestActiveCampfire,3723,207,"function nearestActiveCampfire(radius=999){return world.campfires.filter(c=>!c.data.expired&&Number(c.data.expiresAt||0)>Date.now()).sort((a,b)=>distance2D(player,a.data)-distance2D(player,b.data)).find(c=>distance2D(player,c.data)<=radius)||null;}"
603,19-campfire-hunting-house-extensions.js,openCampfire,3726,64,"function openCampfire(id){const record=world.campfires.find(c=>c.data.id===id),data=record?.data;if(!data||Number(data.expiresAt||0)<=Date.now()){toast('Esta fogueira já apagou.','warn');return;}const mine=!data.remote;openModal('Fogueira',`<div class=""activity-card""><div class=""activity-icon"">🔥</div><h3>Fogueira do acampamento</h3><p>${data.cooking?'Peixe assando...':'Sente-se, cozinhe seu peixe ou convide um amigo.'}</p><div class=""modal-actions""><button class=""btn primary"" data-cook ${!mine||data.cooking||state.inventory.rawFish<1?'disabled':''}>Assar 1 peixe cru</button><button class=""btn"" data-sit>Sentar ao redor</button><button class=""btn good"" data-eat ${state.inventory.cookedFish<1?'disabled':''}>Comer peixe assado</button></div></div>`,root=>{"
604,19-campfire-hunting-house-extensions.js,openCampfire,3726,762,"function openCampfire(id){const record=world.campfires.find(c=>c.data.id===id),data=record?.data;if(!data||Number(data.expiresAt||0)<=Date.now()){toast('Esta fogueira já apagou.','warn');return;}const mine=!data.remote;openModal('Fogueira',`<div class=""activity-card""><div class=""activity-icon"">🔥</div><h3>Fogueira do acampamento</h3><p>${data.cooking?'Peixe assando...':'Sente-se, cozinhe seu peixe ou convide um amigo.'}</p><div class=""modal-actions""><button class=""btn primary"" data-cook ${!mine||data.cooking||state.inventory.rawFish<1?'disabled':''}>Assar 1 peixe cru</button><button class=""btn"" data-sit>Sentar ao redor</button><button class=""btn good"" data-eat ${state.inventory.cookedFish<1?'disabled':''}>Comer peixe assado</button></div></div>`,root=>{"
605,19-campfire-hunting-house-extensions.js,openCampfire,3727,38,"$('[data-sit]',root).onclick=()=>{player.sitUntil=performance.now()+4500;state.needs.fun=clamp(state.needs.fun+8,0,100);closeModal();toast('Você descansou perto da fogueira.','good');};$('[data-eat]',root).onclick=()=>{if(state.inventory.cookedFish<1)return;state.inventory.cookedFish--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);saveState(true);updateHUD();openCampfire(id);};$('[data-cook]',root).onclick=async()=>{if(!mine||data.cooking||state.inventory.rawFish<1)return;if(!(await confirmModal('Assar peixe','Usar 1 peixe cru nesta fogueira?','Assar','Cancelar')))return;state.inventory.rawFish--;const cookingId=uid();data.cooking={id:cookingId,startedAt:Date.now(),endsAt:Date.now()+5000,collected:false};saveState(true);window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);toast('Peixe na grelha. Aguarde alguns segundos.','good');setTimeout(()=>finishCampfireCooking(data,cookingId),5100);};"
606,19-campfire-hunting-house-extensions.js,openCampfire,3727,223,"$('[data-sit]',root).onclick=()=>{player.sitUntil=performance.now()+4500;state.needs.fun=clamp(state.needs.fun+8,0,100);closeModal();toast('Você descansou perto da fogueira.','good');};$('[data-eat]',root).onclick=()=>{if(state.inventory.cookedFish<1)return;state.inventory.cookedFish--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);saveState(true);updateHUD();openCampfire(id);};$('[data-cook]',root).onclick=async()=>{if(!mine||data.cooking||state.inventory.rawFish<1)return;if(!(await confirmModal('Assar peixe','Usar 1 peixe cru nesta fogueira?','Assar','Cancelar')))return;state.inventory.rawFish--;const cookingId=uid();data.cooking={id:cookingId,startedAt:Date.now(),endsAt:Date.now()+5000,collected:false};saveState(true);window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);toast('Peixe na grelha. Aguarde alguns segundos.','good');setTimeout(()=>finishCampfireCooking(data,cookingId),5100);};"
607,19-campfire-hunting-house-extensions.js,openCampfire,3727,432,"$('[data-sit]',root).onclick=()=>{player.sitUntil=performance.now()+4500;state.needs.fun=clamp(state.needs.fun+8,0,100);closeModal();toast('Você descansou perto da fogueira.','good');};$('[data-eat]',root).onclick=()=>{if(state.inventory.cookedFish<1)return;state.inventory.cookedFish--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);saveState(true);updateHUD();openCampfire(id);};$('[data-cook]',root).onclick=async()=>{if(!mine||data.cooking||state.inventory.rawFish<1)return;if(!(await confirmModal('Assar peixe','Usar 1 peixe cru nesta fogueira?','Assar','Cancelar')))return;state.inventory.rawFish--;const cookingId=uid();data.cooking={id:cookingId,startedAt:Date.now(),endsAt:Date.now()+5000,collected:false};saveState(true);window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);toast('Peixe na grelha. Aguarde alguns segundos.','good');setTimeout(()=>finishCampfireCooking(data,cookingId),5100);};"
608,19-campfire-hunting-house-extensions.js,openCampfire,3727,869,"$('[data-sit]',root).onclick=()=>{player.sitUntil=performance.now()+4500;state.needs.fun=clamp(state.needs.fun+8,0,100);closeModal();toast('Você descansou perto da fogueira.','good');};$('[data-eat]',root).onclick=()=>{if(state.inventory.cookedFish<1)return;state.inventory.cookedFish--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);saveState(true);updateHUD();openCampfire(id);};$('[data-cook]',root).onclick=async()=>{if(!mine||data.cooking||state.inventory.rawFish<1)return;if(!(await confirmModal('Assar peixe','Usar 1 peixe cru nesta fogueira?','Assar','Cancelar')))return;state.inventory.rawFish--;const cookingId=uid();data.cooking={id:cookingId,startedAt:Date.now(),endsAt:Date.now()+5000,collected:false};saveState(true);window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);toast('Peixe na grelha. Aguarde alguns segundos.','good');setTimeout(()=>finishCampfireCooking(data,cookingId),5100);};"
609,19-campfire-hunting-house-extensions.js,openCampfireZone,3730,344,"function openCampfireZone(){const c=nearestActiveCampfire(8);if(c)openCampfire(c.data.id);else openModal('Acampamento','<p>Esta é uma área segura para montar fogueira. Ela usa madeira real do inventário e apaga automaticamente.</p><div class=""modal-actions""><button class=""btn primary"" data-build-fire>Construir fogueira</button></div>',root=>$('[data-build-fire]',root).onclick=()=>{closeModal();buildCampfire();});}"
610,19-campfire-hunting-house-extensions.js,openCampfireZone,3730,384,"function openCampfireZone(){const c=nearestActiveCampfire(8);if(c)openCampfire(c.data.id);else openModal('Acampamento','<p>Esta é uma área segura para montar fogueira. Ela usa madeira real do inventário e apaga automaticamente.</p><div class=""modal-actions""><button class=""btn primary"" data-build-fire>Construir fogueira</button></div>',root=>$('[data-build-fire]',root).onclick=()=>{closeModal();buildCampfire();});}"
611,19-campfire-hunting-house-extensions.js,startHunting,3733,229,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if((()=>{const p=worldLayoutPoint('hunt',{x:-101,z:-78});return Math.hypot(player.x-p.x,player.z-p.z)>28;})()){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],correct=Math.floor(Math.random()*3);openModal(options.cooperative?'Rastreamento com amigo':'Rastreamento na floresta',`<div class=""activity-card hunting-card""><div class=""activity-icon"">🐾</div><h3>Encontre o caminho do animal</h3><p>${trail[correct]}. Qual direção você seguirá?</p><div class=""choice-grid""><button class=""choice"" data-track=""0""><b>⬅️ Esquerda</b><span>Seguir pistas</span></button><button class=""choice"" data-track="
612,19-campfire-hunting-house-extensions.js,startHunting,3733,1243,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if((()=>{const p=worldLayoutPoint('hunt',{x:-101,z:-78});return Math.hypot(player.x-p.x,player.z-p.z)>28;})()){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],correct=Math.floor(Math.random()*3);openModal(options.cooperative?'Rastreamento com amigo':'Rastreamento na floresta',`<div class=""activity-card hunting-card""><div class=""activity-icon"">🐾</div><h3>Encontre o caminho do animal</h3><p>${trail[correct]}. Qual direção você seguirá?</p><div class=""choice-grid""><button class=""choice"" data-track=""0""><b>⬅️ Esquerda</b><span>Seguir pistas</span></button><button class=""choice"" data-track="
613,19-campfire-hunting-house-extensions.js,startHunting,3733,1281,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if((()=>{const p=worldLayoutPoint('hunt',{x:-101,z:-78});return Math.hypot(player.x-p.x,player.z-p.z)>28;})()){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],correct=Math.floor(Math.random()*3);openModal(options.cooperative?'Rastreamento com amigo':'Rastreamento na floresta',`<div class=""activity-card hunting-card""><div class=""activity-icon"">🐾</div><h3>Encontre o caminho do animal</h3><p>${trail[correct]}. Qual direção você seguirá?</p><div class=""choice-grid""><button class=""choice"" data-track=""0""><b>⬅️ Esquerda</b><span>Seguir pistas</span></button><button class=""choice"" data-track="
614,19-campfire-hunting-house-extensions.js,startHunting,3733,1297,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if((()=>{const p=worldLayoutPoint('hunt',{x:-101,z:-78});return Math.hypot(player.x-p.x,player.z-p.z)>28;})()){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],correct=Math.floor(Math.random()*3);openModal(options.cooperative?'Rastreamento com amigo':'Rastreamento na floresta',`<div class=""activity-card hunting-card""><div class=""activity-icon"">🐾</div><h3>Encontre o caminho do animal</h3><p>${trail[correct]}. Qual direção você seguirá?</p><div class=""choice-grid""><button class=""choice"" data-track=""0""><b>⬅️ Esquerda</b><span>Seguir pistas</span></button><button class=""choice"" data-track="
615,19-campfire-hunting-house-extensions.js,startHunting,3733,1944,"function startHunting(options={}){const cooldown=Math.max(0,20000-(Date.now()-Number(state.hunting.lastAttempt||0)));if(cooldown>0){toast(`A floresta precisa descansar por ${Math.ceil(cooldown/1000)} s.`,'warn');return;}if((()=>{const p=worldLayoutPoint('hunt',{x:-101,z:-78});return Math.hypot(player.x-p.x,player.z-p.z)>28;})()){toast('Siga as pegadas até a área de rastreamento.','warn');return;}state.hunting.lastAttempt=Date.now();state.hunting.tracksFound++;const trail=['Pegadas perto das pedras','Galhos mexidos à esquerda','Folhas amassadas perto da árvore'],correct=Math.floor(Math.random()*3);openModal(options.cooperative?'Rastreamento com amigo':'Rastreamento na floresta',`<div class=""activity-card hunting-card""><div class=""activity-icon"">🐾</div><h3>Encontre o caminho do animal</h3><p>${trail[correct]}. Qual direção você seguirá?</p><div class=""choice-grid""><button class=""choice"" data-track=""0""><b>⬅️ Esquerda</b><span>Seguir pistas</span></button><button class=""choice"" data-track="
616,19-campfire-hunting-house-extensions.js,createHuntingArea,3734,574,"function createHuntingArea(){const hunt=worldLayoutPoint('hunt',{x:-101,z:-78});createSignpost(hunt.x+8,hunt.z+13,'Rastreamento infantil',Math.PI*.3);for(const [dx,dz] of [[8,8],[4,5],[0,3],[-3,8]]){const mark=premiumBox(.45,.05,.7,0x634b32,hunt.x+dx,.04,hunt.z+dz);mark.rotation.y=Math.random()*Math.PI;}createForestAnimal('deer-1','deer',hunt.x-4,hunt.z,0xb67945);createForestAnimal('rabbit-1','rabbit',hunt.x+13,hunt.z-4,0xc8b7a3);registerInteractable({id:'hunting-trail',type:'hunting',icon:'🐾',label:'Seguir rastros',x:hunt.x,z:hunt.z,radius:6,priority:140,action:()=>startHunting()});}"
617,19-campfire-hunting-house-extensions.js,nearestOwnedHouseForExtension,3735,72,"function nearestOwnedHouseForExtension(){return world.houses.filter(h=>state.houses[h.id]?.owned&&!h.publicBuilding).sort((a,b)=>distance2D(player,a)-distance2D(player,b))[0];}"
618,19-campfire-hunting-house-extensions.js,nearestOwnedHouseForExtension,3735,130,"function nearestOwnedHouseForExtension(){return world.houses.filter(h=>state.houses[h.id]?.owned&&!h.publicBuilding).sort((a,b)=>distance2D(player,a)-distance2D(player,b))[0];}"
619,19-campfire-hunting-house-extensions.js,extensionValid,3737,177,"function extensionValid(draft){const rect={x:Number(draft.x),z:Number(draft.z),w:5.4,d:5.4};if(Math.abs(rect.x)>111||Math.abs(rect.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(typeof v704ProtectedRectangles==='function'&&v704ProtectedRectangles().some(item=>item.id!==draft.houseId&&item.kind!=='construction'&&rectOverlap(rect,item,.55)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return true;}"
620,19-campfire-hunting-house-extensions.js,extensionValid,3737,241,"function extensionValid(draft){const rect={x:Number(draft.x),z:Number(draft.z),w:5.4,d:5.4};if(Math.abs(rect.x)>111||Math.abs(rect.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(typeof v704ProtectedRectangles==='function'&&v704ProtectedRectangles().some(item=>item.id!==draft.houseId&&item.kind!=='construction'&&rectOverlap(rect,item,.55)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return true;}"
621,19-campfire-hunting-house-extensions.js,extensionValid,3737,363,"function extensionValid(draft){const rect={x:Number(draft.x),z:Number(draft.z),w:5.4,d:5.4};if(Math.abs(rect.x)>111||Math.abs(rect.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(typeof v704ProtectedRectangles==='function'&&v704ProtectedRectangles().some(item=>item.id!==draft.houseId&&item.kind!=='construction'&&rectOverlap(rect,item,.55)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return true;}"
622,19-campfire-hunting-house-extensions.js,extensionValid,3737,490,"function extensionValid(draft){const rect={x:Number(draft.x),z:Number(draft.z),w:5.4,d:5.4};if(Math.abs(rect.x)>111||Math.abs(rect.z)>111)return false;if(world.hazards.some(h=>rectOverlap(rect,h,.5)))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap(rect,r,.4)))return false;if(typeof v704ProtectedRectangles==='function'&&v704ProtectedRectangles().some(item=>item.id!==draft.houseId&&item.kind!=='construction'&&rectOverlap(rect,item,.55)))return false;if(world.houseExtensions.some(e=>rectOverlap(rect,{x:e.data.x,z:e.data.z,w:5.4,d:5.4},.35)))return false;for(const h of world.houses){if(h.id===draft.houseId)continue;if(rectOverlap(rect,{x:h.x,z:h.z,w:9,d:7},.6))return false;}return true;}"
623,19-campfire-hunting-house-extensions.js,furnitureSpec,3750,101,"function furnitureSpec(type,roomType='storage'){return furnitureCatalogForRoom(roomType).find(item=>item.id===type)||Object.values(ROOM_FURNITURE_CATALOG).flat().find(item=>item.id===type)||null;}"
624,19-campfire-hunting-house-extensions.js,furnitureSpec,3750,174,"function furnitureSpec(type,roomType='storage'){return furnitureCatalogForRoom(roomType).find(item=>item.id===type)||Object.values(ROOM_FURNITURE_CATALOG).flat().find(item=>item.id===type)||null;}"
625,19-campfire-hunting-house-extensions.js,furnitureForExtension,3751,90,function furnitureForExtension(extensionId){return(state.roomFurniture||[]).filter(item=>item.extensionId===extensionId);}
626,19-campfire-hunting-house-extensions.js,furniturePlacementValid,3753,115,"function furniturePlacementValid(extensionId,candidate,ignoreId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId),roomType=record?.data?.type||'storage',foot=furnitureFootprint(candidate,roomType);if(Math.abs(candidate.x)+foot.w/2>2.28||Math.abs(candidate.z)+foot.d/2>2.22)return false;if(candidate.z>1.25&&Math.abs(candidate.x)<1.05)return false;const rect={x:candidate.x,z:candidate.z,w:foot.w,d:foot.d};return!furnitureForExtension(extensionId).some(item=>item.id!==ignoreId&&rectOverlap(rect,{x:Number(item.x||0),z:Number(item.z||0),...furnitureFootprint(item,roomType)},.12));}"
627,19-campfire-hunting-house-extensions.js,furniturePlacementValid,3753,488,"function furniturePlacementValid(extensionId,candidate,ignoreId=''){const record=world.houseExtensions.find(item=>item.data.id===extensionId),roomType=record?.data?.type||'storage',foot=furnitureFootprint(candidate,roomType);if(Math.abs(candidate.x)+foot.w/2>2.28||Math.abs(candidate.z)+foot.d/2>2.22)return false;if(candidate.z>1.25&&Math.abs(candidate.x)<1.05)return false;const rect={x:candidate.x,z:candidate.z,w:foot.w,d:foot.d};return!furnitureForExtension(extensionId).some(item=>item.id!==ignoreId&&rectOverlap(rect,{x:Number(item.x||0),z:Number(item.z||0),...furnitureFootprint(item,roomType)},.12));}"
628,19-campfire-hunting-house-extensions.js,createFurnitureModel,3758,119,"function createFurnitureModel(item,parent,preview=false,valid=true){const roomType=world.houseExtensions.find(record=>record.data.id===item.extensionId)?.data?.type||'storage',spec=furnitureSpec(item.type,roomType);if(!spec)return null;const g=new THREE.Group();g.position.set(Number(item.x||0),.23,Number(item.z||0));g.rotation.y=Number(item.rotation||0);parent.add(g);if(preview){const material=new THREE.MeshStandardMaterial({color:valid?0x60e88b:0xff5668,transparent:true,opacity:.48,roughness:.5});const mesh=new THREE.Mesh(new THREE.BoxGeometry(spec.w,.55,spec.d),material);mesh.position.y=.3;g.add(mesh);return g;}const wood=0x9b6336,dark=0x283547,light=0xf1eadb,accent=0x2f8fd8,cloth=0x467bb6,metal=0x78899a,green=0x3e9a4d;"
629,19-campfire-hunting-house-extensions.js,createFurnitureModel,3759,33,"const pb=(w,h,d,color,x,y,z)=>premiumBox(w,h,d,color,x,y,z,g);"
