function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
openHomeChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3953,3949,0,0,0,0,0,0,0,0,0,
useActivity,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3950,3977,48,21,15,0,0,0,0,0,2,addXP | closeModal | openAvatarStudio | openEducationHub | openFireStationDesk | openHomeChest | openModal | openSafetyLesson | openShop | openTeacherJobLesson | openWorkshop | playerDisplayName | saveState | setFlag | toast | trackDaily | updateHUD
openShop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3978,4004,9,3,1,0,0,0,0,0,5,addCoins | addXP | closeModal | openModal | refreshEquippedToolVisual | saveState | toast | updateHUD
openWorkshop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4005,4013,16,3,0,0,0,0,0,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
friendshipTier,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4014,4014,0,0,0,0,0,0,0,0,3,
changeFriendship,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4015,4019,6,2,0,0,0,0,0,0,0,addReputation | addXP | evaluateMissions | saveState | setFlag | toast
talkToNPC,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4020,4067,49,25,18,0,0,0,0,0,8,addCoins | addReputation | changeFriendship | closeModal | completeActiveJob | friendshipTier | openHouseChallenge | openJobCenter | openModal | saveState | setFlag | startRace | toast | trackDaily | triggerEmote | updateHUD
openHouseChallenge,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4068,4074,4,1,0,0,0,0,0,0,1,closeModal | openModal | startRace | toast
openRaceCenter,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4075,4080,3,0,0,0,0,0,0,0,1,closeModal | openModal | startRace
createRaceOpponent,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4081,4083,4,0,0,0,0,0,0,0,1,box
clearRaceObjects,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4084,4088,0,1,0,0,0,1,0,0,1,
spawnRaceCoins,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4089,4094,1,0,0,0,0,1,0,0,1,cylinder
startRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4095,4105,8,4,0,0,0,0,0,0,5,createRaceOpponent | exitHouse | saveState | spawnRaceCoins | toast | updateWaypointMarker
finishRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4106,4115,14,4,1,0,0,0,0,0,3,addCoins | addReputation | addXP | awardMedal | clearRaceObjects | evaluateMissions | saveState | setFlag | toast | trackDaily | updateWaypointMarker
updateRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4116,4127,3,7,2,0,0,0,0,0,0,beep | finishRace
setMissionState,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4128,4128,1,4,0,0,0,1,0,0,0,beep
missionVehicleName,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4129,4129,2,0,0,0,0,0,0,0,4,serviceKindForJob | serviceMissionVehicle
missionInstructionSteps,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4130,4130,6,10,2,0,0,0,0,0,9,effectiveAvatarUniform | finishRace | missionVehicleName | serviceKindForJob
missionBriefingMarkup,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4131,4131,3,0,0,0,0,0,0,0,4,activeJobProgress | missionInstructionSteps | missionVehicleName
equipJobUniform,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4132,4136,2,1,0,0,0,0,0,0,1,applyAvatarCustomization | saveState
focusActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4137,4155,33,19,8,0,0,0,0,0,5,applyAvatarCustomization | buildRoutePoints | closeModal | confirmModal | ensureActiveFire | ensureActiveTrafficIncident | exitHouse | releaseMissionServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateNavigation | updateWaypointMarker
activeJobProgress,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4156,4166,1,12,0,0,0,0,0,0,33,serviceKindForJob
openJobCenter,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4167,4175,6,0,0,0,0,0,0,0,7,activeJobProgress | equipJobUniform | missionBriefingMarkup | openModal | startJob | toast
startJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4176,4184,14,8,3,0,0,0,0,0,1,ensureActiveFire | ensureActiveTrafficIncident | equipJobUniform | exitHouse | focusActiveJob | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | toast | updateMissionHUD
completeActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4185,4198,11,9,0,0,0,0,0,0,2,applyAvatarCustomization | evaluateMissions | releaseMissionServiceVehicle | saveState | setFlag | setMissionState | toast | updateHUD | updateMissionHUD | updateWaypointMarker
checkActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4199,4206,3,4,2,0,0,0,0,0,0,completeActiveJob
restoreActiveJobRuntime,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4207,4209,6,6,0,0,0,0,0,0,1,applyAvatarCustomization | ensureActiveFire | ensureActiveTrafficIncident | reserveMissionServiceVehicle | serviceKindForJob | updateMissionHUD
updateCareerMissions,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4210,4221,24,18,9,0,0,0,0,0,25,activeJobProgress | beep | checkActiveJob | completeActiveJob | ensureActiveTrafficIncident | isDrivingServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateWaypointMarker
openTeacherJobLesson,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4222,4225,6,1,0,0,0,0,0,0,3,addXP | closeModal | completeActiveJob | openModal | toast
openFireStationDesk,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4226,4237,15,6,0,0,0,0,0,0,6,buildRoutePoints | closeModal | ensureActiveFire | equipJobUniform | exitHouse | focusActiveJob | openModal | startJob | toast | updateWaypointMarker
startDeliveryJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4238,4244,3,1,0,0,0,0,0,0,0,saveState | toast
clearServiceVehicleVisual,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4245,4248,1,2,0,0,0,0,0,0,2,disposeDetachedVisual
serviceVehicleIcon,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4249,4249,0,0,0,0,0,0,0,0,0,
applyServiceVehicleVisual,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4250,4262,20,5,2,0,0,1,0,0,0,addVoxelOutline | box | clearServiceVehicleVisual | mat | signTexture
spawnDust,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4263,4268,0,1,0,0,0,0,0,0,0,
updateFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4269,4278,0,1,0,0,0,1,0,0,0,
startEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4279,4289,0,2,0,0,0,0,0,1,0,
stopEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4290,4294,0,1,0,0,0,0,0,1,0,
updateVehicleFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4295,4319,9,12,2,0,0,1,0,1,3,beep | serviceVehicleIcon | spawnDust | sprintRequested | startEngineSound | stopEngineSound
mobilityDriverActive,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4320,4320,0,0,0,0,0,0,0,0,0,
updateMobilityControlLabels,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4321,4328,2,13,1,0,0,0,0,0,13,mobilityDriverActive | sprintRequested
updateVehicleControlsUI,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4329,4336,3,3,0,0,0,0,0,0,7,mobilityDriverActive | playerDisplayName | updateMobilityControlLabels
vehicleHorn,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4337,4339,5,4,0,0,0,0,0,0,8,beep | mobilityDriverActive | vibrate
enterVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4340,4347,19,6,0,0,0,0,0,0,1,applyVehicleAppearance | boardNpcPassenger | buildRoutePoints | canEnterMobility | clearMovementInputs | groundHeightAt | nearestRideCompanion | onServiceVehicleBoarded | saveState | serviceVehicleIcon | setFlag | setMissionState | startEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI | updateWaypointMarker
enterVehicleAsPassenger,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4348,4356,11,6,0,0,0,0,0,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | exitBoat | saveState | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
exitVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4357,4365,17,8,1,0,0,0,0,0,5,auditPlayerMode | clearMovementInputs | clearServiceVehicleVisual | currentVehicleRef | groundHeightAt | onServiceVehicleExited | persistParkedVehicle | releaseNpcPassenger | rememberSafePlayerPosition | safeVehicleExitPoint | saveState | stopEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
repairBridge,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4366,4382,7,2,0,0,0,0,0,0,0,addReputation | addXP | saveState | setFlag | toast
buildCostText,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4383,4383,0,0,0,0,0,0,0,0,1,
currentBuildOwnerIds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4384,4384,0,0,0,0,0,0,0,0,3,
buildOwnedByPlayer,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4385,4385,1,0,0,0,0,0,0,0,1,currentBuildOwnerIds
buildFootprint,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4386,4389,0,0,0,0,0,0,0,0,1,
buildNeedsWorldMigrationV704,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4390,4396,5,5,0,0,0,0,0,0,4,buildFootprint | v704ProtectedRectangles | v704RectOverlap | v704RoadAt | waterAt
migrateWorldBuildsToSafeZoneV704,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4397,4404,8,6,0,0,0,1,0,0,0,buildFootprint | buildNeedsWorldMigrationV704 | normalizeBuildRecord | saveState | v704BuildAllowedAt | v704NearestConstructionSlot | v704RectOverlap
buildPlacementCandidate,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4405,4410,2,1,0,0,0,0,0,0,1,canBuildAt | groundHeightAt
canBuildAt,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4411,4423,11,11,0,0,0,1,0,0,1,buildFootprint | groundHeightAt | rectOverlap | v704BuildAllowedAt | v704ProtectedRectangles | v704RoadAt | waterAt
createBuildPreviewMesh,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4424,4435,1,7,6,0,0,3,0,0,0,sharedBoxGeometry
disposeBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4436,4438,0,1,0,0,0,0,0,0,4,
ensureBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4439,4443,1,1,0,0,0,0,0,0,0,endBuildMode
updateBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4444,4448,3,1,0,0,0,0,0,0,4,buildCostText | ensureBuildPanel | resourcesEnough
updateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4449,4454,4,5,0,0,0,0,0,0,3,buildPlacementCandidate | createBuildPreviewMesh | disposeBuildPreview | updateBuildPanel
beginBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4455,4458,7,2,0,0,0,0,0,0,0,disposeBuildPreview | ensureBuildPanel | toast | updateBuildPreview | updateContext | updateVehicleControlsUI
endBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4459,4461,4,3,0,0,0,0,0,0,0,disposeBuildPreview | toast | updateContext | updateVehicleControlsUI
rotateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4462,4462,2,1,0,0,0,0,0,0,0,updateBuildPreview | vibrate
openBuildMenu,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4463,4469,7,3,0,0,0,0,0,0,0,beginBuildMode | buildCostText | closeModal | openHouseExtensionMenu | openModal | toast
placeBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4470,4480,20,5,0,0,0,2,0,1,6,addXP | buildCostText | checkActiveJob | evaluateMissions | mergeBuildCollections | normalizeBuildRecord | normalizeBuildTombstones | resourcesEnough | saveState | spawnBuild | syncCloudProgress | toast | updateBuildPanel | updateBuildPreview
spawnBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4481,4493,25,9,7,0,0,2,0,0,1,addGlow | box | buildRecordSignature | groundHeightAt | normalizeBuildRecord | premiumBox | registerCollider | registerPlatform
buildRecordSignature,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4494,4494,0,0,0,0,0,0,0,0,0,
removeWorldBuildRecord,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4495,4498,8,2,0,0,0,1,0,0,2,initThree | openModal | qualityTier | targetDpr | toast | viewportMetrics
buildConflictsWithMasterWorldV704,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4499,4504,25,6,0,0,0,2,0,0,2,applyAdaptiveRenderSettings | applyAvatarCustomization | applyQuality | buildFootprint | buildWorld | createPlayerModel | freezeWorldFrustumCulling | initLocalMultiplayer | initMaterials | lockStableSceneVisibility | qualityTier | reconcileCloudHouses | remotePlayerEvent | resize | restoreActiveJobRuntime | restorePosition | v704ProtectedRectangles | v704RectOverlap | v704RoadFootprint
migrateLegacyWorldBuildsV704,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4505,4509,7,3,0,0,0,1,1,0,2,buildConflictsWithMasterWorldV704 | buildFootprint | groundHeightAt | rectOverlap | saveState | v704NearestConstructionSlot | viewportMetrics
reconcileWorldBuilds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",4510,5464,1001,522,98,0,0,44,1,3,707,accountLinked | accountPromptWasHandled | activateFireIncident | activeSessionsHtml | addCoins | addGhostFace | addGhostHair | addXP | animatePlayer | applyAcceptedSocialAction | applyAdaptiveRenderSettings | applyAvatarCustomization | applyBuildTombstones | applyCloudWorldObjects | applyRemoteAvatarIfChanged | applyRoomWorld | approvedChatPhrases | auditPlayerMode | avatarHex | avatarIdIncludes | avatarSkinHex | beep | beginBuildMode | bindChallengeCards | bindOnlinePlayerCards | boardNpcPassenger | box | buildOwnedByPlayer | buildRecordSignature | buildRemoteAvatarVisual | buildRoutePoints | busAtStop | cameraRelativeVector | canChangeRoom | canJump | cancelFishingSession | captureTrafficPositions | challengeInboxHtml | chatMessageHtml | checkHazards | clearMovementInputs | clearRemoteRoomEntities | closeChallengePrompt | closeModal | cloudHouseRecord | collectCrystal | collectNearbyCrystals | commitState | completeActiveJob | completedGameSessions | confirmModal | constrainBoat | createGhost | currentOnlineRoom | currentVehicleRef | cylinder | damageEnemy | derivePlayerMode | detectStableAutoTier | disposeGhostAvatar | distanceToBoatDock | doAction | doJump | duelHistoryHtml | educationSummary | endBuildMode | ensureViewportCoherence | enterBoatAsPassenger | enterBus | enterHouse | enterVehicle | enterVehicleAsPassenger | equippedTool | escapeHtml | evaluateMissions | exitBoat | exitBusAtStop | exitHouse | exitVehicle | firePower | focusCurrentRoom | gameLoop | generateEducationRounds | ghostSphere | ghostVehicleKind | groundHeightAt | guardianCommunicationAllowed | guardianMultiplayerAllowed | handleActiveSportActionV704 | hasValidPlayerName | highestUnlockedLevel | initLocalMultiplayer | initTechnicalPanel | initThree | isInsideLakeNavigable | isInteractionAvailable | isNearFishingArea | lockStableSceneVisibility | mapHouseLocations | mapRegionsMarkup | mat | maybeShowMultiplayerResult | meleeAttack | mergeBuildTombstones | mergeCloudProgress | migrateLegacyWorldBuildsV704 | mobilityDriverActive | mobilityThrottleIntent | multiplayerAvatarDescriptor | multiplayerAvatarPrimaryColor | multiplayerAvatarSignature | multiplayerGameLabel | multiplayerNameTexture | multiplayerStatusText | nearestActiveCampfire | nearestBoardableNpc | nearestInteractable | nearestRemotePlayer | nearestRideCompanion | normalizeAvatarV2 | normalizeBuildTombstones | normalizeControlIntent | npcSpeech | onlinePlayerListHtml | onlinePlayers | openAccountCenter | openChallengePicker | openLifePanel | openModal | openMultiplayerConfig | openNearestCampfire | openParentGate | openPauseMenu | openPlayerNameModal | openRemotePlayerActions | openReportPlayer | openSocialHub | pendingChallenges | placeBuild | playerDisplayName | playerScaleValue | pollGamepad | positionBlockedForPlayer | prepareVehicleTestArea | professionalTerrainHeightAt | publicPlayerName | qualityTier | readyGameSessions | reconcileCloudHouses | recoverPlayerIfInvalid | recoverPlayerToLastSafe | refreshOpenMapAfterResize | refreshOpenSocialHub | refreshOrientationLayout | refreshTechnicalPanel | registerVehicleImpact | releaseNpcPassenger | rememberMatchResult | rememberSafePlayerPosition | remotePlayerEvent | remotePlayerName | removeWorldBuildRecord | renderMat | requestJump | requestedQuality | resetMobilityForRoomChange | resetPlayerModesForRecovery | resize | resolveCollisions | resolveMovementInput | resolveTrafficOverlaps | resolveWaterWalking | restorePosition | returnHome | rideMetroTo | roomHouseMarkers | roomWorldInfo | rotateBuildPreview | routeProgressInfo | runEducationGame | safeAvatarColor | safePointNear | safeVehicleExitPoint | samplePerformance | sanitizeMultiplayerAvatar | sanitizePlayerName | sanitizeRemoteSession | savePlayerPosition | saveState | scheduleStableResize | sessionOpponentName | setScaleMode | setWaypoint | setupControls | showIncomingChallengePrompt | showIncomingSocialRequest | showReadySessionPrompt | showScreen | showWorldLoadFailure | showWorldLoading | snapTrafficToRoad | socialActionLabel | socialRequestInboxHtml | socialRequestPending | spawnBuild | spawnCampfire | spawnHouseExtension | spinPlayer | sprintRequested | startEngineSound | startFishing | startHunting | startJob | startMultiplayerEducationGame | startPoliceAlert | startRace | stepVehicleSimulation | stopEngineSound | stopGame | styleGhostVehicle | subjectUnlocked | syncCloudProgress | syncMobilePanels | syncPlayerRootScale | targetDpr | toast | toggleCrouch | trackDaily | trafficActorList | trafficSpeedFactor | triggerEmote | updateAbilityUI | updateAdventure | updateBoatPanel | updateBoatPhysics | updateBridgeVisual | updateBuildPreview | updateCamera | updateCareerMissions | updateClouds | updateContext | updateCoopMissions | updateCoopVisuals | updateEnemies | updateFX | updateFireService | updateFireballs | updateFishingVisual | updateGhostName | updateHUD | updateInstallUI | updateLifeActivities | updateLobbyStats | updateLocalPlayerNameLabel | updateMobilityControlLabels | updateMultiplayer | updateMultiplayerBadge | updateNPCs | updateNavigation | updateNeeds | updateNpcSociety | updateOnlineAttention | updateOtthiWorldEnvironment | updatePlayUsage | updatePlayer | updatePoliceSystem | updateRace | updateRunUI | updateSafetyPanel | updateTrafficIncidents | updateTransitPanel | updateTransitWorld | updateVehicleControlsUI | updateVehicleFX | updateVehiclePhysics | updateVisualLOD | updateWaypointMarker | updateWorldHeroAdventure | updateWorldSportsV704 | validBoatExit | vehicleHitsCollider | vehicleHorn | vibrate | viewportMetrics | waterAt | worldPos
coopStreetRoutePoint,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5465,5468,0,1,0,0,0,1,0,0,1,
coopPointAccessible,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5469,5469,2,2,0,0,0,0,0,0,0,positionBlockedForPlayer | waterAt
coopMissionPreflight,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5470,5480,5,20,6,0,0,1,0,0,0,coopMissionTemplate | coopPointAccessible | pointOnRoad | waterAt | worldLayoutPoint
coopObjectiveSnapshot,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5481,5483,6,1,0,0,0,0,0,0,13,activeCoopMission | activeCoopRecord | coopCurrentInstruction | coopCurrentTarget | coopMissionTemplate | coopProgress
ensureCooperativeState,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5484,5484,0,0,0,0,0,0,0,0,0,
coopUid,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5485,5485,0,0,0,0,0,0,0,0,2,
coopMissionTemplate,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5486,5486,0,0,0,0,0,0,0,0,0,
activeCoopMission,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5487,5487,1,0,0,0,0,0,0,0,0,ensureCooperativeState
activeCoopRecord,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5488,5488,1,1,0,0,0,0,0,0,1,activeCoopMission
activeCoopServiceJob,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5489,5489,1,0,0,0,0,0,0,0,1,activeCoopMission
coopParticipants,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5490,5490,1,0,0,0,0,0,0,0,1,activeCoopRecord
coopOwnParticipant,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5491,5491,2,0,0,0,0,0,0,0,2,activeCoopRecord | coopUid
coopRoleLabel,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5492,5492,0,0,0,0,0,0,0,0,0,
coopProgress,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5493,5493,1,0,0,0,0,0,0,0,8,activeCoopRecord
coopEventValues,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5494,5494,2,0,0,0,0,0,0,0,1,activeCoopRecord | coopProgress
coopHasEvent,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5495,5495,2,0,0,0,0,0,0,0,0,activeCoopRecord | coopEventValues
coopIndividualCount,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5496,5496,3,0,0,0,0,0,0,0,1,activeCoopRecord | coopEventValues | coopUid
coopRoleCapacity,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5497,5497,0,0,0,0,0,0,0,0,2,
coopRoleTaken,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5498,5498,2,0,0,0,0,0,0,0,0,coopParticipants | coopUid
coopEventSubjectId,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5499,5499,0,0,0,0,0,0,0,0,0,
coopMedicalDestination,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5500,5500,0,1,0,0,0,0,0,0,12,
coopRaceStandings,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5501,5503,3,0,0,0,0,0,0,0,5,activeCoopRecord | coopEventValues | coopParticipants
coopRaceTargetReached,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5504,5504,3,0,0,0,0,0,0,0,5,activeCoopRecord | coopProgress | coopRaceStandings
coopMissionMapLocations,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5505,5509,7,2,0,0,0,0,0,0,7,activeCoopMission | activeCoopRecord | coopCurrentInstruction | coopCurrentTarget | coopMissionTemplate | coopOwnParticipant | coopRoleLabel
coopServiceKind,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5510,5510,0,0,0,0,0,0,0,0,1,
coopMissionHash,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5511,5511,0,0,0,0,0,1,0,0,0,
coopSceneTarget,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5512,5518,6,8,0,0,0,2,0,0,7,activateFireIncident | activeCoopMission | coopMissionHash | createTrafficIncidentAt | nearestRoadProjection | serviceVehiclePools
coopNearestSchool,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5519,5519,0,0,0,0,0,0,0,0,0,
coopNearestInvitableNpc,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5520,5520,4,0,0,0,0,0,0,0,1,activeCoopRecord | coopEventSubjectId | coopProgress
coopCurrentTarget,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5521,5539,15,15,0,0,0,0,0,0,12,activeCoopMission | activeCoopRecord | coopMedicalDestination | coopNearestInvitableNpc | coopNearestSchool | coopProgress | coopSceneTarget | coopServiceKind | serviceMissionVehicle | worldLayoutPoint
coopCurrentInstruction,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5540,5554,8,12,0,0,0,0,0,0,12,activeCoopMission | activeCoopRecord | coopIndividualCount | coopMissionTemplate | coopOwnParticipant | coopProgress | coopRoleLabel
coopMissionProgressLabel,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5555,5555,5,1,0,0,0,0,0,0,1,activeCoopMission | activeCoopRecord | coopCurrentInstruction | coopMissionTemplate | coopProgress
coopMissionBriefingMarkup,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5556,5559,14,1,0,0,0,0,0,0,16,activeCoopMission | activeCoopRecord | coopCurrentInstruction | coopIndividualCount | coopMissionProgressLabel | coopMissionTemplate | coopOwnParticipant | coopParticipants | coopProgress | coopRaceStandings | coopRoleLabel | coopUid
coopPermissionDenied,32-cooperative-missions.js,"Missões cooperativas infantis, equipes online/solo, pesca, escola e corridas",5560,5561,0,1,0,0,0,0,0,1,2,
